# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb 15 22:00:38 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_telescope:   Discovery Telescope
# COLUMN pl_instrument:  Discovery Instrument
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_telescope,pl_instrument,pl_pelink,st_age,st_ageerr1,st_ageerr2,st_agelim
Qatar-2 b,1,1.33711647,0.00000026,-0.00000026,0,182.32,1.21,-1.21,0,4645.00,50.00,-50.00,0,0.74,0.02,-0.02,0,0.78,0.01,-0.01,0,1344,14,-14,0,14.056,0.146,-0.146,0,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,http://exoplanet.eu/catalog/qatar-2_b/,5.000,,,
Qatar-3 b,1,2.50792040,,,0,750.99,33.18,-33.18,0,6007.00,52.00,-52.00,0,1.15,0.06,-0.06,0,1.27,0.14,-0.14,0,1681,84,-84,0,12.285,1.569,-1.569,0,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,http://exoplanet.eu/catalog/qatar-3_b/,0.310,0.001,-0.001,
Qatar-4 b,1,1.80535640,,,0,332.17,2.90,-2.90,0,5215.00,50.00,-50.00,0,0.90,0.05,-0.05,0,0.85,0.06,-0.06,0,1385,48,-48,0,12.722,1.233,-1.233,0,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,http://exoplanet.eu/catalog/qatar-4_b/,0.170,0.010,-0.010,
Qatar-5 b,1,2.87923190,,,0,371.39,8.02,-8.02,0,5747.00,49.00,-49.00,0,1.13,0.06,-0.06,0,1.08,0.05,-0.05,0,1415,31,-31,0,12.408,0.717,-0.717,0,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,http://exoplanet.eu/catalog/qatar-5_b/,0.530,0.004,-0.004,
Qatar-6 b,1,3.50619500,0.00001800,-0.00001800,0,101.14,0.46,-0.46,0,5052.00,66.00,-66.00,0,0.82,0.02,-0.02,0,0.72,0.02,-0.02,0,1006,18,-18,0,11.904,0.796,-0.796,0,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,http://exoplanet.eu/catalog/qatar-6_b/,1.020,0.620,-0.620,0
Qatar-7 b,1,2.03204600,0.00000970,-0.00000970,0,725.00,10.00,-10.00,0,6387.00,38.00,-38.00,0,1.41,0.03,-0.03,0,1.56,0.02,-0.02,0,2053,15,-15,0,19.055,0.336,-0.336,0,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,http://exoplanet.eu/catalog/qatar-7_b/,1.690,0.250,-0.250,0
Qatar-8 b,1,3.71495000,0.00100000,-0.00100000,0,276.70,3.40,-3.40,0,5738.00,51.00,-51.00,0,1.03,0.05,-0.05,0,1.31,0.02,-0.02,0,1457,14,-14,0,14.404,0.247,-0.247,0,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,http://exoplanet.eu/catalog/qatar-8_b/,8.300,2.100,-2.100,0
Qatar-9 b,1,1.54073100,0.00003800,-0.00003800,0,211.40,1.60,-1.60,0,4309.00,31.00,-31.00,0,0.72,0.02,-0.02,0,0.70,0.01,-0.01,0,1134,9,-9,0,11.310,0.157,-0.157,0,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,http://exoplanet.eu/catalog/qatar-9_b/,7.500,4.500,-4.500,0
ROXs 12 b,1,,,,,137.19,0.78,-0.78,0,3850.00,100.00,-70.00,0,0.87,0.08,-0.08,0,,,,,,,,,,,,,10 m Keck II Telescope,NIRC2 Camera,http://exoplanet.eu/catalog/roxs_12_b/,0.008,0.004,-0.025,
ROXs 42 B b,1,,,,,135.00,,,0,,,,,1.00,,,0,,,,,1975,25,-25,0,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/roxs_42b_b/,0.003,0.003,-0.003,
RR Cae b,1,4343.50000000,36.50000000,-36.50000000,0,21.20,0.01,-0.01,0,,,,,0.44,,,0,,,,,,,,,,,,,2.15 m Jorge Sahade Telescope,VersArray 1300B CCD Camera,http://exoplanet.eu/catalog/rr_cae_(ab)_b/,,,,
Ross 128 b,1,9.86580000,0.00700000,-0.00700000,0,3.38,0.01,-0.01,0,3192.00,60.00,-60.00,0,0.17,0.02,-0.02,0,0.20,0.01,-0.01,0,301,,,0,,,,0,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/ross_128_b/,5.000,,,
Ross 458 c,1,,,,,11.51,0.02,-0.02,0,3621.00,,,0,0.49,,,0,0.63,,,0,,,,,13.675,,,0,6.5 m Magellan I Baade Telescope,FIRE Spectrograph,http://exoplanet.eu/catalog/ross_458_%28ab%29_c/,,,,
SR 12 AB c,1,,,,,112.32,5.41,-5.41,0,,,,,,,,,,,,,,,,,,,,,1.4 m IRSF Telescope,SIRIUS Camera,http://exoplanet.eu/catalog/sr_12_(ab)_c/,,,,
SWEEPS-11 b,1,1.79600000,,,0,8500.00,,,0,,,,,1.10,,,0,1.45,,,0,,,,,12.666,2.354,-2.354,0,2.4 m Hubble Space Telescope,ACS Camera,http://exoplanet.eu/catalog/sweeps-11_b/,,,,
SWEEPS-4 b,1,4.20000000,,,0,8500.00,,,0,,,,,1.24,,,0,1.18,,,0,,,,,9.079,1.121,-1.121,0,2.4 m Hubble Space Telescope,ACS Camera,http://exoplanet.eu/catalog/sweeps-04_b/,,,,
TAP 26 b,1,10.79000000,0.14000000,-0.14000000,0,147.00,3.00,-3.00,0,4620.00,50.00,-50.00,0,1.04,0.10,-0.10,0,1.17,0.17,-0.17,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/tap_26_b/,0.017,,,
TCP J05074264+2447555 b,1,,,,0,380.00,,,0,,,,0,0.25,0.18,-0.18,0,,,,0,,,,0,,,,0,Multiple Telescopes,Multiple Instuments,http://exoplanet.eu/catalog/tcp_j050742+244755_b/,,,,0
TOI-125 b,3,4.65382000,0.00033000,-0.00031000,0,111.40,1.30,-1.20,0,5320.00,39.00,-39.00,0,0.86,0.04,-0.04,0,0.85,0.01,-0.01,0,1037,11,-11,0,2.726,0.075,-0.075,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi_125_b/,6.800,4.400,-4.100,0
TOI-125 c,3,9.15059000,0.00070000,-0.00082000,0,111.40,1.30,-1.20,0,5320.00,39.00,-39.00,0,0.86,0.04,-0.04,0,0.85,0.01,-0.01,0,828,9,-9,0,2.759,0.100,-0.100,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi_125_c/,6.800,4.400,-4.100,0
TOI-125 d,3,19.98000000,0.00500000,-0.00560000,0,111.40,1.30,-1.20,0,5320.00,39.00,-39.00,0,0.86,0.04,-0.04,0,0.85,0.01,-0.01,0,638,7,-7,0,2.930,0.170,-0.170,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi-125_d/,6.800,4.400,-4.100,0
TOI-150.01,1,5.85748700,0.00008900,-0.00009700,0,336.00,2.00,-2.00,0,6255.00,90.00,-90.00,0,1.35,0.04,-0.03,0,1.53,0.01,-0.01,0,1405,7,-7,0,14.067,0.235,-0.213,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi-150_b/,2.346,0.425,-0.901,0
TOI-163 b,1,4.23130600,0.00006300,-0.00005700,0,416.50,8.13,-8.13,0,6495.00,90.00,-90.00,0,1.44,0.03,-0.03,0,1.65,0.02,-0.03,0,1669,16,-14,0,16.690,0.381,-0.381,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi-163_b/,1.823,0.300,-0.331,0
TOI-172 b,1,9.47725000,0.00064000,-0.00079000,0,336.47,6.79,-6.79,0,5645.00,50.00,-50.00,0,1.13,0.07,-0.06,0,1.78,0.05,-0.04,0,1198,18,-17,0,10.817,0.359,-0.325,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi_172/,7.400,1.600,-1.500,0
TOI-216.01,2,34.55600000,0.01400000,-0.01000000,0,178.84,0.89,-0.88,0,5026.00,125.00,-125.00,0,0.87,0.04,-0.03,0,0.84,0.04,-0.03,0,497,10,-8,0,11.290,0.580,-0.420,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi-216_c/,,,,0
TOI-216.02,2,17.08900000,0.01100000,-0.01500000,0,178.84,0.89,-0.88,0,5026.00,125.00,-125.00,0,0.87,0.04,-0.03,0,0.84,0.04,-0.03,0,628,13,-11,0,7.690,1.620,-0.830,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi-216_b/,,,,0
TOI-270 b,3,3.36008000,0.00006500,-0.00007000,0,22.45,0.02,-0.02,0,3386.00,137.00,-131.00,0,0.40,0.02,-0.02,0,0.38,0.02,-0.02,0,528,56,-32,0,1.247,0.089,-0.083,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi-270_b/,,,,0
TOI-270 c,3,5.66017200,0.00003500,-0.00003500,0,22.45,0.02,-0.02,0,3386.00,137.00,-131.00,0,0.40,0.02,-0.02,0,0.38,0.02,-0.02,0,424,20,-19,0,2.420,0.130,-0.130,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi-270_c/,,,,0
TOI-270 d,3,11.38014000,0.00011000,-0.00010000,0,22.45,0.02,-0.02,0,3386.00,137.00,-131.00,0,0.40,0.02,-0.02,0,0.38,0.02,-0.02,0,340,14,-14,0,2.130,0.120,-0.120,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi-270_d/,,,,0
TOI-813 b,1,83.89110000,0.00270000,-0.00310000,0,265.15,1.58,-1.58,0,5907.00,150.00,-150.00,0,1.32,0.06,-0.06,0,1.94,0.10,-0.10,0,610,28,-21,0,6.710,0.380,-0.380,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/toi-813_b/,3.730,0.620,-0.620,0
TRAPPIST-1 b,7,1.51087081,0.00000060,-0.00000060,0,12.43,0.02,-0.02,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,400,8,-8,0,1.086,0.035,-0.035,0,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM,http://exoplanet.eu/catalog/trappist-1_b/,,,,
TRAPPIST-1 c,7,2.42182330,0.00000170,-0.00000170,0,12.43,0.02,-0.02,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,342,7,-7,0,1.056,0.035,-0.035,0,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM,http://exoplanet.eu/catalog/trappist-1_c/,,,,
TRAPPIST-1 d,7,4.04961000,0.00006300,-0.00006300,0,12.43,0.02,-0.02,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,288,6,-6,0,0.772,0.030,-0.030,0,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM,http://exoplanet.eu/catalog/trappist-1_d/,,,,
TRAPPIST-1 e,7,6.09961500,0.00001100,-0.00001100,0,12.43,0.02,-0.02,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,251,5,-5,0,0.918,0.039,-0.039,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/trappist-1_e/,,,,
TRAPPIST-1 f,7,9.20669000,0.00001500,-0.00001500,0,12.43,0.02,-0.02,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,219,4,-4,0,1.045,0.038,-0.038,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/trappist-1_f/,,,,
TRAPPIST-1 g,7,12.35294000,0.00012000,-0.00012000,0,12.43,0.02,-0.02,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,199,4,-4,0,1.127,0.041,-0.041,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/trappist-1_g/,,,,
TRAPPIST-1 h,7,18.76700000,0.00400000,-0.00300000,0,12.43,0.02,-0.02,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,173,4,-4,0,0.752,0.032,-0.031,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/trappist-1_h/,,,,
TYC 1422-614-1 b,2,198.40000000,0.42000000,-0.42000000,0,759.00,181.00,-181.00,0,4806.00,45.00,-45.00,0,1.15,0.18,-0.18,0,6.85,1.38,-1.38,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,,5.890,3.880,-2.340,
TYC 1422-614-1 c,2,559.30000000,1.20000000,-1.20000000,0,759.00,181.00,-181.00,0,4806.00,45.00,-45.00,0,1.15,0.18,-0.18,0,6.85,1.38,-1.38,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,,5.890,3.880,-2.340,
TYC 3318-01333-1 b,1,562.00000000,4.10000000,-4.00000000,0,497.41,10.06,-10.06,0,4776.00,10.00,-10.00,0,1.19,0.14,-0.14,0,5.90,1.00,-1.00,0,,,,0,,,,0,Multiple Telescopes,Multiple Instuments,http://exoplanet.eu/catalog/tyc_3318-01333-1_b/,,,,0
TYC 3667-1280-1 b,1,26.46800000,0.00500000,-0.00500000,0,481.00,37.00,-37.00,0,5130.00,24.00,-24.00,0,1.87,0.17,-0.17,0,6.26,0.86,-0.86,0,1350,100,-100,0,,,,,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,http://exoplanet.eu/catalog/tyc-3667-1280-1_b/,1.350,0.350,-0.280,
TYC 4282-00605-1 b,1,101.54000000,0.05000000,-0.05000000,0,700.00,143.00,-143.00,0,4300.00,50.00,-50.00,0,0.97,0.03,-0.03,0,16.21,4.01,-4.01,0,,,,,,,,,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,,10.100,0.050,-0.050,
Teegarden's Star b,2,4.91000000,0.00140000,-0.00140000,0,3.83,0.00,0.00,0,2904.00,51.00,-51.00,0,0.09,0.01,-0.01,0,0.11,0.00,0.00,0,,,,0,,,,0,3.5 m telescope,CARMENES,http://exoplanet.eu/catalog/teegarden's_b/,8.000,,,0
Teegarden's Star c,2,11.40900000,0.00900000,-0.00900000,0,3.83,0.00,0.00,0,2904.00,51.00,-51.00,0,0.09,0.01,-0.01,0,0.11,0.00,0.00,0,,,,0,,,,0,3.5 m telescope,CARMENES,http://exoplanet.eu/catalog/teegarden's_c/,8.000,,,0
TrES-1 b,1,3.03007000,0.00000800,-0.00000800,0,160.39,0.73,-0.73,0,5230.00,50.00,-50.00,0,1.04,0.19,-0.19,0,0.85,0.05,-0.05,0,,,,0,12.666,0.673,-0.673,0,0.10 m Schmidt Telescope,2K CCD Sensor,http://exoplanet.eu/catalog/tres-1_b/,,,,0
TrES-2 b,1,2.47063000,0.00001000,-0.00001000,0,216.66,1.05,-1.05,0,5850.00,50.00,-50.00,0,1.36,0.30,-0.30,0,1.12,0.07,-0.07,0,,,,0,15.244,0.897,-0.897,0,0.10 m Schmidt Telescope,2K CCD Sensor,http://exoplanet.eu/catalog/tres-2_b/,,,,0
TrES-3 b,1,1.30618581,,,0,228.00,12.00,-12.00,0,5650.00,75.00,,0,0.93,0.05,,0,0.83,0.02,,0,,,,,14.975,0.347,-0.415,0,0.10 m Schmidt Telescope,2K CCD Sensor,http://exoplanet.eu/catalog/tres-3_b/,,,,
TrES-4 b,1,3.55395000,0.00007500,-0.00007500,0,523.70,7.09,-7.09,0,6200.00,75.00,-75.00,0,1.08,0.38,-0.38,0,1.66,0.19,-0.19,0,,,,0,18.046,2.018,-2.018,0,0.10 m Schmidt Telescope,2K CCD Sensor,http://exoplanet.eu/catalog/tres-4_b/,,,,0
TrES-5 b,1,1.48224686,0.00000614,-0.00000614,0,364.10,1.94,-1.94,0,5171.00,36.00,-36.00,0,0.90,0.03,-0.03,0,0.87,0.01,-0.01,0,1480,13,-13,0,13.384,0.168,-0.168,0,0.10 m Schmidt Telescope,2K CCD Sensor,http://exoplanet.eu/catalog/tres-5_b/,,,,
UKIRT-2017-BLG-001L b,1,,,,0,6300.00,1600.00,-2100.00,0,,,,0,0.81,0.21,-0.27,0,,,,0,,,,0,,,,0,3.8m United Kingdom Infrared Telescope (UKIRT),WFCAM,http://exoplanet.eu/catalog/ukirt-2017-blg-001_b/,,,,0
USco CTIO 108 b,1,,,,,144.29,5.02,-5.02,0,2700.00,100.00,-100.00,0,0.06,0.02,-0.02,0,,,,,,,,,,,,,4.20 m William Herschel Telescope,ACAM Auxiliary Port Camera,http://exoplanet.eu/catalog/uscoctio_108_b/,,,,
USco1556 b,1,,,,0,141.00,2.00,-2.00,0,3410.00,100.00,-100.00,0,0.33,0.07,-0.07,0,,,,0,2240,100,-100,0,,,,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/usco_1556a_b/,0.007,0.003,-0.003,0
USco1621 b,1,,,,0,138.00,1.00,-1.00,0,3460.00,100.00,-100.00,0,0.36,0.08,-0.08,0,,,,0,2270,90,-90,0,,,,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/usco_1621a_b/,0.007,0.003,-0.003,0
UZ For b,2,5840.00000000,1095.00000000,-1095.00000000,0,239.60,4.26,-4.26,0,,,,,0.70,,,0,,,,,,,,,,,,,Multiple Telescopes,Multiple Instruments,,,,,
UZ For c,2,1916.25000000,91.25000000,-91.25000000,0,239.60,4.26,-4.26,0,,,,,0.70,,,0,,,,,,,,,,,,,Multiple Telescopes,Multiple Instruments,,,,,
V0391 Peg b,1,1170.00000000,44.00000000,-44.00000000,0,1400.00,180.00,-180.00,0,29300.00,500.00,-500.00,0,0.50,0.05,-0.05,0,0.23,0.03,-0.03,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/v391_peg_b/,10.000,,,
V1298 Tau b,4,24.13960000,0.00180000,-0.00180000,0,108.50,0.70,-0.70,0,,,,0,1.10,0.05,-0.05,0,1.34,0.06,-0.05,0,677,22,-22,0,10.270,0.580,-0.530,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/v_1298_tau_b/,0.023,0.004,-0.004,0
V1298 Tau c,4,8.24958000,0.00072000,-0.00072000,0,108.50,0.70,-0.70,0,,,,0,1.10,0.05,-0.05,0,1.34,0.06,-0.05,0,968,31,-31,0,5.590,0.360,-0.320,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/v_1298_tau_c/,0.023,0.004,-0.004,0
V1298 Tau d,4,12.40320000,0.00150000,-0.00150000,0,108.50,0.70,-0.70,0,,,,0,1.10,0.05,-0.05,0,1.34,0.06,-0.05,0,845,27,-27,0,6.410,0.450,-0.400,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/v_1298_tau_d/,0.023,0.004,-0.004,0
V1298 Tau e,4,60.00000000,60.00000000,-18.00000000,0,108.50,0.70,-0.70,0,,,,0,1.10,0.05,-0.05,0,1.34,0.06,-0.05,0,492,66,-104,0,8.740,0.840,-0.720,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/v_1298_tau_e/,0.023,0.004,-0.004,0
V830 Tau b,1,4.92700000,0.00800000,-0.00800000,0,150.00,5.00,-5.00,0,4250.00,50.00,-50.00,0,1.00,0.05,-0.05,0,2.00,0.20,-0.20,0,,,,,,,,,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/v830_tau_b/,0.002,,,
VHS J125601.92-125723.9 b,1,,,,,12.70,1.00,-1.00,0,2620.00,140.00,-140.00,0,0.07,0.02,-0.01,0,,,,,,,,,,,,,4 m ESO Vista Telescope,VIRCAM CCD Array,http://exoplanet.eu/catalog/vhs_1256-1257_b/,0.225,0.075,-0.075,
WASP-1 b,1,2.51994540,0.00000050,-0.00000050,0,397.29,10.66,-10.66,0,,,,,1.24,0.05,-0.07,0,1.47,0.02,-0.03,0,,,,,16.623,0.269,-0.381,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-1_b/,3.400,1.200,-0.600,
WASP-10 b,1,3.09276160,0.00001120,-0.00001120,0,141.57,0.75,-0.75,0,4675.00,100.00,,0,0.75,0.04,,0,0.70,0.01,,0,1370,50,-50,0,12.106,0.224,-0.224,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-10_b/,,,,
WASP-100 b,1,2.84938000,0.00000800,-0.00000800,0,368.28,2.77,-2.77,0,6900.00,120.00,-120.00,0,0.77,0.42,-0.42,0,1.57,0.16,-0.16,0,,,,0,14.908,1.569,-1.569,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-100_b/,,,,0
WASP-101 b,1,3.58572000,0.00000400,-0.00000400,0,202.39,1.15,-1.15,0,6380.00,120.00,-120.00,0,1.41,0.30,-0.30,0,1.31,0.08,-0.08,0,,,,0,16.029,1.009,-1.009,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-101_b/,,,,0
WASP-103 b,1,0.92554200,0.00001900,-0.00001900,0,470.00,35.00,-35.00,0,6110.00,160.00,-160.00,0,1.22,0.04,-0.04,0,1.44,0.05,-0.03,0,2508,75,-70,0,17.127,0.818,-0.527,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-103_b/,4.000,1.000,-1.000,
WASP-104 b,1,1.75541370,0.00000180,-0.00000360,0,143.00,10.00,-10.00,0,5475.00,127.00,-127.00,0,1.08,0.05,-0.05,0,0.96,0.03,-0.03,0,1516,39,-39,0,12.745,0.415,-0.415,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-104_b/,3.000,2.000,-2.000,
WASP-105 b,1,7.87288000,0.00001000,-0.00001000,0,252.52,13.71,-13.71,0,5070.00,130.00,-130.00,0,0.89,0.09,-0.09,0,0.90,0.03,-0.03,0,900,20,-20,0,10.761,0.336,-0.336,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-105_b/,,,,
WASP-106 b,1,9.28971000,0.00001000,-0.00001000,0,355.69,6.36,-6.36,0,6055.00,136.00,-136.00,0,0.93,0.80,-0.80,0,1.31,0.38,-0.38,0,,,,0,11.433,3.363,-3.363,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-106_b/,,,,0
WASP-107 b,1,5.72149000,0.00000200,-0.00000200,0,64.86,0.26,-0.26,0,4430.00,120.00,-120.00,0,0.69,0.05,-0.05,0,0.66,0.02,-0.02,0,770,60,-60,0,10.536,0.224,-0.224,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-107_b/,,,,
WASP-11 b,1,3.72247000,0.00000700,-0.00000700,0,125.12,2.07,-2.07,0,4800.00,100.00,-100.00,0,1.42,0.43,-0.43,0,0.89,0.08,-0.08,0,,,,0,12.442,1.121,-1.121,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/hat-p-10_b/,,,,0
WASP-113 b,1,4.54216875,0.00000420,-0.00000420,0,360.00,70.00,-70.00,0,5890.00,140.00,-140.00,0,1.32,0.07,-0.07,0,1.61,0.09,-0.12,0,1496,60,-60,0,15.793,1.076,-1.569,0,Canon 200mm f/1.8L,Andor e2v CCD Camera,http://exoplanet.eu/catalog/wasp-113_b/,6.200,1.600,-3.800,
WASP-114 b,1,1.54877430,0.00000120,-0.00000091,0,460.00,80.00,-80.00,0,5940.00,140.00,-140.00,0,1.29,0.05,-0.05,0,1.43,0.06,-0.06,0,2043,58,-58,0,15.009,0.717,-0.717,0,Canon 200mm f/1.8L,Andor e2v CCD Camera,http://exoplanet.eu/catalog/wasp-114_b/,4.300,1.400,-1.300,
WASP-117 b,1,10.02165000,0.00055000,-0.00055000,0,158.69,0.64,-0.64,0,6040.00,90.00,-90.00,0,1.29,0.30,-0.30,0,1.22,0.06,-0.06,0,,,,0,11.882,0.785,-0.785,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-117_b/,,,,0
WASP-118 b,1,4.04604350,0.00000440,-0.00000440,0,380.53,11.02,-11.02,0,6410.00,125.00,-125.00,0,1.32,0.04,-0.04,0,1.70,0.03,-0.03,0,1729,36,-36,0,16.141,0.404,-0.404,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-92_b/,1.170,5.720,-0.750,
WASP-119 b,1,2.49979000,0.00001000,-0.00001000,0,333.00,29.00,-29.00,0,5650.00,100.00,-100.00,0,1.02,0.06,-0.06,0,1.20,0.10,-0.10,0,1600,80,-80,0,15.693,2.242,-2.242,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-119_b/,8.000,2.500,-2.500,
WASP-12 b,1,1.09142000,0.00000014,-0.00000014,0,432.48,6.09,-6.09,0,6360.00,140.00,-140.00,0,1.43,0.11,-0.11,0,1.66,0.05,-0.05,0,2593,57,-57,0,21.712,0.628,-0.628,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-12_b/,,,,0
